American Samoa,ASM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623365638.77,628440528.63,631823788.55,629286343.61,603066079.30,614907488.99,598837004.41,573462555.07,576000000.00,577691629.96,552317180.62,537092511.01,542167400.88,549779735.68,534555066.08,503259911.89,514255506.61,,
Antigua and Barbuda,ATG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,323050296.78,337211619.78,364457459.91,394202403.28,409240894.49,408897081.95,430830387.97,474624277.92,510903578.09,569625959.49,607371476.61,639035409.21,672599304.05,692855618.54,707938207.94,716138442.17,753951063.87,804286308.32,769223495.05,820029307.59,864894192.89,905815050.43,939401717.94,1002264060.84,952611150.46,962366849.46,1020666153.11,1079216260.64,1148419979.87,1294596702.54,1414468855.78,1414042630.08,1242836906.97,1148700000.00,1126201416.74,1164186683.67,1157191360.67,1201115192.69,1247061369.26,1315622165.26,1357005634.12,1457277455.93,1525046719.53,
Australia,AUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,199141381769.10,204091617185.95,206736452863.21,219584333490.54,234908099780.91,248963973009.97,254895654418.55,270960496907.68,284768320797.67,304828063168.66,326690962964.22,339770765883.81,353064828139.63,362291802780.24,377158636077.58,382250175142.69,392141430521.06,406248756708.99,409891933379.41,426465929775.06,439405197001.00,454072362099.71,469185708826.91,458767636586.00,479785018355.81,504970089794.75,525356980829.65,538770844004.65,569700215927.30,591717474599.49,612845441833.16,610411025719.07,612929148885.66,637626569147.17,663021292194.68,688455180927.30,715157730675.84,743524438064.52,777553274793.62,817003103115.57,849136627866.90,865532458792.99,900165675800.26,927044087154.52,964640841002.25,995549478150.43,1023370937765.92,1062712484487.84,1101585578897.59,1122922429785.22,1146138465603.81,1174365405253.44,1220378941628.10,1251924213148.07,1283636898773.05,1311782435234.01,1348127423067.24,1380045920527.73,1420623874171.95,1447570633486.51,
Austria,AUT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,91836704603.83,96922602310.06,99489767156.27,103606919937.48,109952174211.11,113778702199.80,120199076680.09,123814722359.09,129352104013.72,137470070238.14,146159749334.71,153635774723.20,163173269957.10,171153153430.92,177900247172.08,177253160456.39,185368599583.23,194785288854.21,194374966805.27,204787050325.41,208332908241.25,208032295395.50,212216354005.19,218525732918.78,218637782550.42,224100837798.39,229258278296.63,232369698320.64,240028325237.24,249358405698.54,260194628169.57,269149557913.93,274784270415.64,276231859963.63,282867277308.39,290414130050.79,297237508346.44,303460471006.62,314328682652.37,325507251810.69,336495472200.44,340759435782.36,346387261608.15,349648396949.29,359211700961.58,367272646184.91,379958397036.84,394121024465.18,399876861217.53,384823184161.60,391892746544.69,403346977095.66,406091533760.53,406195106237.47,408881164188.39,413029270083.55,421631052473.63,432072509042.66,442527642505.43,449665433392.68,
Azerbaijan,AZE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22672997489.26,22514286465.41,17426057713.95,13400638502.35,10760712620.58,9490948560.19,9614330840.70,10171962030.65,11189158352.25,12017156024.09,13351060283.10,14672815268.51,16057770026.78,17696995366.20,19334640158.11,24740902926.33,33268154327.41,41739296291.78,46160087685.64,50484860818.09,52902703376.11,52070545110.51,53217627468.07,56327354699.90,57903160570.36,58510881089.11,56718342640.93,56805470322.58,57657780568.97,58937036212.31,
Burundi,BDI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,597069961.55,514995918.26,561670811.69,584898188.11,621589073.15,646248914.04,676060330.53,769502134.88,767209913.65,756012169.31,917236835.23,942431759.97,882078760.64,942845613.83,935992638.90,942525120.94,1017386695.91,1134075385.28,1123408544.50,1142112790.68,1153431764.88,1293726848.95,1280096145.20,1327655902.80,1329720991.96,1486404412.37,1534715238.11,1619172092.82,1700633035.37,1723583116.11,1783905459.61,1873044297.81,1891962014.71,1773903584.96,1705963077.73,1570850801.91,1445182737.79,1422204332.30,1489759038.02,1474712471.78,1462076190.65,1492133656.91,1558481669.62,1539410093.67,1613819909.25,1628344288.44,1716499707.87,1775752462.27,1862084450.49,1933081018.33,2032135246.50,2114083183.18,2208090293.91,2316820971.52,2415069278.13,2320881501.76,2306955748.56,2318490757.97,2355816907.69,2399222284.76,
Belgium,BEL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,119183391159.06,125116844592.02,131637938922.82,137366274781.70,146922413448.34,152153820819.75,156955635615.52,163026910242.57,169864470181.69,181126144478.07,191254395231.94,198877465127.78,209409229017.89,222773102104.41,232943269121.10,228363740642.10,241272562494.73,242783302275.89,249682952635.59,255528212921.11,266884024750.17,266138661424.90,267722151648.70,268557023808.13,275180667564.01,279726082161.78,284824823336.94,291394761866.19,305157945286.06,315744383425.44,325650555483.96,331619972056.74,336695929196.36,333457341656.81,344217914924.96,352426676458.87,357083919174.66,370630414925.17,377901593439.99,391289642724.16,405832615318.93,410295216338.30,417298500905.37,421629863437.47,436687079147.94,446825806298.36,458230381597.12,475079138083.19,477202345354.77,467559394365.93,480951629493.03,489101342571.81,492716925962.25,494979620293.94,502792988581.69,513013709008.40,520597594612.96,530509055114.69,538401092626.99,545962694773.59,
Benin,BEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1731160070.27,1785540663.26,1724360722.58,1805923467.16,1926031086.83,2027992530.71,2100510759.84,2123162639.85,2204741674.57,2268183071.63,2315764053.89,2281100728.89,2427692645.79,2517666948.67,2601739707.25,2474375561.01,2496257857.98,2620662955.33,2653554320.38,2826983928.11,3018703302.81,3319192007.80,3393378151.28,3245840084.55,3503229995.77,3767034594.22,3848822249.30,3791089802.04,3920185709.15,3808297317.26,4150135201.31,4325511590.52,4453447715.13,4713358587.63,4808587305.63,5099275960.41,5319783136.48,5624856121.68,5847657355.40,6160007012.49,6520842618.32,6868608004.33,7187519594.36,7435027349.88,7764375607.97,7897392139.47,8208844659.69,8700254776.30,9126269457.95,9337934308.08,9535344283.47,9817948328.02,10290311747.09,11030332696.12,11731605852.37,11940211526.22,12338975597.61,13038787442.99,13912028868.60,14867185272.71,
Burkina Faso,BFA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1297734645.30,1350214099.68,1432966004.97,1414795761.41,1447092991.02,1501569463.37,1509642097.26,1642842574.49,1693290556.11,1727597995.03,1729619623.48,1754065027.43,1794610218.46,1802673893.98,1952051140.92,2010581108.34,2182182094.22,2190263883.25,2291187410.14,2375150756.85,2394077831.42,2495953106.64,2734621050.31,2744082421.83,2695273518.72,2924839801.93,3157521417.39,3150059032.52,3332623632.19,3404283947.58,3383758550.12,3690664924.81,3699253499.29,3827298902.63,3877628161.53,4099287884.41,4550813945.33,4838281341.36,5191849376.85,5576263196.37,5681569470.87,6057314712.70,6320987431.02,6814182089.22,7119351972.44,7736021215.10,8219767361.99,8557713152.54,9054059808.64,9322236610.87,10109618964.28,10779134810.07,11474677064.86,12139359850.17,12664611209.32,13160121367.04,13944292429.19,14802857103.99,15812355334.62,16711856819.83,
Bangladesh,BGD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,17862545310.72,18944687033.17,19977746684.23,19886669277.84,22064814112.70,22419232005.08,22994691542.78,22563342420.69,24704480424.06,25006087027.22,26411392182.36,24964184430.47,21475757025.48,22189972024.41,24318424444.07,23324235189.04,24644704390.51,25303471152.23,27093397642.26,28394323597.91,28626913390.89,30697768187.18,31352959198.56,32569782092.77,34134209697.98,35274979988.17,36747139850.68,38133389635.16,39054790276.52,40162611478.05,42420657179.79,43899113723.28,46288404442.79,48469311189.39,50354828679.58,52933639390.90,55327785139.50,57811945426.54,60804885377.34,63644568604.01,67013463192.51,70415929567.44,73115059421.31,76580396941.52,80592852042.23,85860356477.70,91588877878.66,98053769823.29,103950517391.47,109194950718.06,115279077465.23,122731159566.45,130734992458.51,138596885516.15,146997325017.06,156629530356.74,167771375851.35,179992151721.96,194146210562.86,209974339446.15,
Bulgaria,BGR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,32356104638.14,33941606136.94,34733995195.25,35925477486.14,37145666075.17,38142448011.76,39747330418.81,42153838039.56,46767445806.21,45228851992.99,41105167000.36,37633689651.20,34896821721.59,34380273816.21,35005311043.98,36006529255.49,37856874274.22,32483918217.85,33875945684.90,31070673120.79,32556485861.18,33799245072.79,35811325582.09,37656268316.94,40082032284.96,42949317232.41,45870801073.06,48878587260.56,51853155804.16,50077926292.59,50363282117.23,51547313036.73,51733183981.55,51898076139.37,52881309657.84,54991023398.15,57087027057.95,59088843474.10,60911255558.04,62964948919.50,
Bahrain,BHR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,7624228989.36,7218871808.51,6673398138.30,7098919148.94,7454123936.17,7099436702.13,7183422606.38,7930427393.62,8485556648.94,8516444680.85,8894404255.32,9893245744.68,10555103723.40,11913546276.60,11883762234.04,12350793085.11,12858411436.17,13256122074.47,13891090691.49,14488407446.81,15256303191.49,15636329787.23,16159920212.77,17177420212.77,18376569148.94,19620478723.40,20889335106.38,22621888297.87,24034627659.57,24645079787.23,25713271276.60,26223297872.34,27200930851.06,28674361702.13,29921808510.64,30778484042.55,31847579787.23,33061515957.45,33708590425.53,34321941489.36,
"Bahamas, The",BHS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1942538097.62,2149750529.09,2374441850.11,2624329421.20,2899925138.96,3202259632.41,3492766343.42,3828006034.16,4150391651.56,4523165825.38,4267622809.07,4337036067.08,4185355346.26,4502084992.61,3747795359.80,3193004478.76,3358567667.14,3666042159.84,4185869346.19,5280026115.11,5622978696.81,5104179904.68,5446103697.79,5642002872.58,6441539485.05,6752613028.89,6873957500.38,7079112091.74,7242618886.04,7729853744.61,7606466024.83,7288379986.20,7009557035.57,7031132893.13,7252537335.06,7570107965.24,7889833778.38,8052541057.63,8432337724.51,9034753608.34,9409627491.55,9656694580.55,9917865835.46,9792432526.23,9878884030.67,10214307272.55,10471385975.16,10622859247.21,10375987506.76,9942763009.21,10095760000.00,10157636655.81,10471190626.61,10162071068.09,10236918868.17,10298092269.17,10344048017.49,10350943821.60,10513014752.92,10702170761.84,
Bosnia and Herzegovina,BIH,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761373535.78,3335739187.02,6303134938.83,8470756181.37,9792193876.32,10732244458.64,11322517958.15,11820708666.84,12447206301.04,12945094517.10,13734740984.65,14937802224.69,15747023332.00,16669103680.55,17573690343.30,17045995873.53,17176781336.76,17332787990.22,17211525326.44,17616174430.56,17818413753.97,18368686844.02,18946501862.12,19347876232.97,20066891828.46,20585144968.75,
Belarus,BLR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31609653425.52,31230338984.78,28232226006.27,26086576309.70,23034445864.73,20638863381.58,21216752516.08,23635463449.76,25620840351.69,26491948709.26,28028482645.74,29352914216.19,30833847251.58,33005534486.78,36784583396.08,40242334795.75,44266566187.74,48073493773.26,52976989868.70,53082941363.83,57222490768.71,60300321142.66,61317669289.24,61932974220.85,63002175707.53,60589462935.56,59058702608.92,60554177331.83,62461148027.28,63224483611.52,
Belize,BLZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,99372344.02,104233914.56,109333717.46,114752771.22,120490271.97,126431094.18,132462925.86,138970992.55,149209298.90,156828484.92,164368317.58,170876384.27,188337052.41,198416652.02,225321920.62,233417341.66,233337930.87,248496949.56,268179913.78,288339055.59,327082256.89,330790620.09,330434324.09,323352521.85,329729243.84,333067798.31,348187267.66,385566229.79,423304339.78,478372937.40,533115012.20,594231511.36,665892535.77,707681899.82,708802608.16,713368986.50,723557395.54,749205125.79,777230241.43,845463280.97,955513245.78,1000242818.43,1047671094.43,1145456026.68,1200291382.11,1223603585.57,1282630544.09,1289118915.99,1334135584.74,1337063964.98,1377200000.00,1403612841.36,1437547600.58,1456266266.42,1509206787.58,1552213783.61,1553534425.68,1582531131.96,1615604602.88,1619911044.40,
Bermuda,BMU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1236024650.87,1293870604.53,1351706620.55,1366169881.39,1517951355.21,1590205839.72,1818617223.97,2060039383.28,2103408633.45,2175690717.07,2313026675.96,2392536967.95,2435906218.12,2472047259.93,2493731885.02,2587698593.73,2819001261.33,2985250053.66,3028619303.83,3093673179.10,3339432263.42,3418942555.40,3238237346.34,3303291221.60,3319193280.00,3252693763.07,3469540013.94,3599647764.46,3745657573.38,3762282452.62,3763005273.45,3630006239.58,3627837777.08,3736983723.35,3759391169.27,3924772345.30,4026835109.98,4212069525.04,4376340236.52,4524376453.25,4945919646.27,5303135527.76,5224766301.38,5402967729.77,5528385008.41,5620941625.47,5932559093.08,6101393205.83,6194616021.03,5867281536.75,5744414000.00,5552579615.57,5284137923.53,5151445059.92,,,,,,,
Bolivia,BOL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3676733642.10,3753551488.66,3962959042.98,4232346168.42,4399803030.19,4615984798.22,4946978126.99,5259489594.77,5708094766.25,5963480481.86,6275431893.24,6593178122.71,7118488614.69,7527030174.29,7748292330.79,8314771356.62,8698462092.14,9130881401.37,9318310508.23,9330735920.27,9202739205.92,9228103797.76,8864632688.13,8506313732.94,8489243603.24,8346931014.89,8132091480.79,8332423696.09,8574855959.99,8899854152.24,9312432337.00,9802874144.35,9964278166.45,10389682466.05,10874597044.04,11383340336.37,11879806859.91,12468357290.01,13095434908.80,13151337955.45,13481148202.06,13708143902.08,14048868708.10,14429781404.27,15031978651.72,15696607781.99,16449575496.81,17200397083.62,18257963015.84,18870883064.13,19649631450.68,20672217124.52,21731104864.16,23207953294.48,24475239169.12,25664047552.58,26758342484.74,27880910346.86,29058494824.56,29702636542.91,
Brazil,BRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,246661854226.25,272008608204.74,286196738836.70,288700023271.67,298762900195.28,307885589183.51,320663950240.23,336425435318.52,374869719821.50,411366386806.03,447443002845.25,497982078591.12,558002873764.34,636004374892.00,693512655666.75,729638256284.47,801072834269.76,837972796917.60,865053643933.74,923585638585.24,1007733158115.63,963459840853.25,969050273738.55,936007660747.58,985327244285.17,1063619984888.47,1148585088075.65,1189929895357.39,1188708161986.97,1227691357100.60,1189604001251.30,1207590067132.79,1201951669565.71,1258024746134.61,1325134726637.11,1383662367610.28,1414207205945.88,1462217362494.31,1467161088733.51,1474026486641.66,1538706023647.11,1560092443326.51,1607729271032.29,1626070712767.17,1719731810823.10,1774799882787.63,1845117253979.08,1957113483856.30,2056812669849.93,2054224952705.78,2208871646202.82,2296661602091.86,2340783923772.17,2411120883015.01,2423271865109.14,2337348378410.64,2260778787687.59,2290685930650.30,2320859395463.85,2347237948499.32,
Barbados,BRB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,2730324074.84,2678447917.42,2795233898.27,2897042068.55,3038329052.17,3278144611.44,3421500000.00,3356500000.00,3192000000.00,3208000000.00,3323500000.00,3360000000.00,3531500000.00,3623000000.00,3750000000.00,3885000000.00,3756500000.00,3610000000.00,3404500000.00,3431500000.00,3500500000.00,3571000000.00,3713000000.00,3889000000.00,4034000000.00,4047500000.00,4227500000.00,4127500000.00,4160000000.00,4250500000.00,4310500000.00,4481000000.00,4745500000.00,4850000000.00,4884000000.00,4636000000.00,4530000000.00,4499500000.00,4479000000.00,4416000000.00,4410500000.00,4518500000.00,4630500000.00,4652500000.00,4625500000.00,4621053250.00,
Brunei Darussalam,BRN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,7076283755.04,7101437330.40,8532760029.34,9464255592.23,10105537880.45,12385592665.93,11519009534.29,9235168243.49,9600571983.87,9648715584.89,9706595966.26,9561894976.16,9302244591.13,9489138760.54,9593269453.61,9490220608.73,9593609020.90,9895418335.17,10366299816.65,10397872753.94,10724927172.72,11205265273.19,11527788412.17,11358194866.15,11294758342.50,11639492115.88,11971150348.37,12299643564.36,12775897689.77,13146904070.41,13213206307.30,13264408434.18,13847739933.99,13869146021.27,13600124165.75,13360145141.18,13707370737.07,14220755408.87,14350568390.17,14045471213.79,13693161276.72,13639431572.89,13301457645.76,13478181151.45,13485221855.52,14006979896.27,
Bhutan,BTN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,158707544.12,180780159.32,186951888.16,208097480.83,217424628.69,226582064.93,253161447.69,325809328.51,342058383.59,367482305.47,407451278.42,405789382.52,424459309.42,432890629.22,454325223.01,486464722.70,513537325.98,541133993.69,573136823.00,618895909.20,661804110.26,717057834.19,795878852.31,858142861.35,909706453.91,975999031.58,1044316407.60,1236061819.08,1295386119.22,1382803097.88,1547991317.81,1671561536.53,1757118756.56,1794369193.33,1898020852.27,2024091802.68,2188590422.34,2290400030.50,2359745114.46,,
Botswana,BWA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,205010514.05,218014912.61,232549242.61,246318588.14,263147815.32,278447111.05,296111848.94,313655172.93,346799292.28,399247152.77,467599333.99,588338659.38,743436149.33,901811720.84,981151269.28,1064021762.05,1177312167.34,1318731376.88,1507742528.61,1690911970.42,1893599920.76,2065252054.53,2316500951.15,2621045054.62,2845023409.91,3047739045.54,3296828451.59,3688555238.94,4405978108.24,4981372672.73,5318752174.49,5715462427.59,5882186484.96,5994895480.29,6212385253.86,6649141424.18,7036773076.15,7622647125.24,7656466026.76,8396635029.86,8563534596.26,8584992576.03,9106061350.41,9527298168.17,9785089872.92,10230961745.68,11086666195.20,12004283368.75,12754003367.41,11778027466.50,12786654365.87,13560031674.69,14164289360.26,15771004794.78,16425389502.78,16146492036.75,16841394662.49,17330469832.89,18106670985.58,18643739459.92,
Central African Republic,CAF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,900551159.42,945160445.58,910059075.21,903624859.70,922423189.94,931163875.72,937167868.80,980995584.21,994769872.47,1065314401.03,1090166916.97,1102488009.46,1102478448.96,1123303604.89,1194510197.97,1199347810.23,1264502607.74,1312632547.48,1328505365.17,1295755877.45,1237723651.34,1218607434.53,1312632547.48,1205961285.09,1320307237.68,1372158601.48,1421254151.58,1351058581.22,1374163916.05,1401334852.88,1371240793.62,1363664098.53,1276061250.47,1280339573.56,1343075564.94,1439777617.49,1382185174.32,1455440104.21,1523847861.35,1578706001.94,1539405182.59,1608135606.55,1666294509.26,1576356509.42,1670857257.18,1686032158.48,1766474193.15,1847865107.29,1885822676.60,2047763181.02,2142591375.85,2232464842.32,2345288285.52,1491791509.76,1493000912.83,1557754169.40,1631752428.05,1705626400.23,1770260150.57,1822841756.72,
Canada,CAN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,487115910838.95,506455633985.51,534359737532.38,570887191924.27,589614135846.83,598229794905.55,633397511799.94,655174677611.18,679308094954.15,704518362876.81,719704519596.74,744707963793.87,720972169222.47,739727102714.56,783433560804.75,820547941486.12,838148465511.85,872285909921.19,910754686595.65,931856684221.91,933391196252.25,913919858068.08,922147509046.54,946684531689.24,989232948149.93,1015882649008.63,1032331541143.65,1076515744903.97,1106620964825.52,1150559158176.72,1207140927520.85,1224107626383.40,1265998378382.11,1314246718466.80,1365686712925.40,1433914521468.97,1493648785077.91,1596241677906.67,1612325771055.32,1565110420212.54,1613464422811.13,1664238234087.41,1693565815526.80,1733011038366.28,1782749079722.78,1794500549645.37,1812470578177.46,1869939124117.08,1907592951555.82,1939183470166.97,
Central Europe and the Baltics,CEB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799800341969.75,722309696410.59,708016513477.00,719385714235.96,748682772876.23,790091634581.02,825724658294.81,845721660975.39,868489682613.07,885700793786.94,921334564003.95,949175807184.48,982780479843.96,1022996300919.48,1082505559475.91,1136356131607.16,1211209957282.56,1288607723856.12,1339071915407.89,1292952060216.71,1313208486503.89,1355858135448.90,1366360413384.24,1383482175010.70,1425585365785.90,1481574569735.51,1526706042889.01,1599802128465.86,1670457896993.42,1732100692872.57,
